student_email,attendance_date,time_in,time_out,validation_status,validated_by_email,validated_at
studentsbims5@grr.la,2026-06-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-29T17:30:00+08:00
studentsbims5@grr.la,2026-06-30,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-30T17:30:00+08:00
studentsbims5@grr.la,2026-07-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-01T17:30:00+08:00
studentsbims5@grr.la,2026-07-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-02T17:30:00+08:00
studentsbims5@grr.la,2026-07-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-03T17:30:00+08:00
studentsbims5@grr.la,2026-07-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-04T17:30:00+08:00
studentsbims5@grr.la,2026-07-06,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-06T17:30:00+08:00
studentsbims5@grr.la,2026-07-07,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-07T17:30:00+08:00
studentsbims5@grr.la,2026-07-08,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-08T17:30:00+08:00
studentsbims5@grr.la,2026-07-09,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-09T17:30:00+08:00
studentsbims5@grr.la,2026-07-10,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-10T17:30:00+08:00
studentsbims5@grr.la,2026-07-11,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-11T17:30:00+08:00
studentsbims5@grr.la,2026-07-13,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-07-13T17:30:00+08:00
studentsbims5@grr.la,2026-07-14,08:00:00,13:00:00,validated,coordinatorsbims1@grr.la,2026-07-14T13:30:00+08:00
